species_latin_name,species_common_name,project_accession,repo_stable_sample_id,preferred_sample_label,sample_basis,sample_evidence_status,sample_identity_resolution,sample_ambiguity_note,locality_text,locality_resolution_status,location_evidence_artifact_path,location_evidence_artifact_kind,location_evidence_locator,location_evidence_text,site_name,municipality_name,region_name,country_name,broader_geography,coordinate_basis,coordinate_mapping_posture,coordinate_confidence,chronology_text,review_note
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161059,SAMEA5161059,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161059 || Sheet1!row2206,"ENA archive metadata identifies sample SAMEA5161059 as Sus scrofa (tax_id 9823). || AA440 | previous_extraction_code=SF009 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=SF009 / Ref No. UJF3-03 | additional_sample_information=Context 06, UJF Phase 3 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1010-1220 cal AD | source_mean_years_bp=885 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161060,SAMEA5161060,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161060 || Sheet1!row2207,"ENA archive metadata identifies sample SAMEA5161060 as Sus scrofa (tax_id 9823). || AA441 | previous_extraction_code=SF018 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=SF018 / Ref No. UJF-03-34 | additional_sample_information=Context 06, UJF Phase 3 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1010-1220 cal AD | source_mean_years_bp=885 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161061,SAMEA5161061,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161061 || Sheet1!row2208,"ENA archive metadata identifies sample SAMEA5161061 as Sus scrofa (tax_id 9823). || AA442 | previous_extraction_code=SF019 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=SF019 / Ref No. UJF-05-48 | additional_sample_information=Context 06, UJF Phase 3 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1010-1220 cal AD | source_mean_years_bp=885 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161062,SAMEA5161062,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161062 || Sheet1!row2209,"ENA archive metadata identifies sample SAMEA5161062 as Sus scrofa (tax_id 9823). || AA443 | previous_extraction_code=SF020 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=SF020 / Ref No. UJF-03-33 | additional_sample_information=Context 08, UJF Phase 3 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1010-1220 cal AD | source_mean_years_bp=885 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161063,SAMEA5161063,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161063 || Sheet1!row2210,"ENA archive metadata identifies sample SAMEA5161063 as Sus scrofa (tax_id 9823). || AA444 | previous_extraction_code=SF021 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=SF021 / Ref No. UJF-04-16 | additional_sample_information=Context 107, UJF Phase 3 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=1010-1220 cal AD | source_mean_years_bp=885 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161064,SAMEA5161064,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161064 || Sheet1!row2212,"ENA archive metadata identifies sample SAMEA5161064 as Sus scrofa (tax_id 9823). || AA446 | previous_extraction_code=SF024 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=SF023 / Ref No. UJF-04-17 | additional_sample_information=Context 111, UJF Phase 3 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=880-1220 cal AD | source_mean_years_bp=950 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161065,SAMEA5161065,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161065 || Sheet1!row2213,"ENA archive metadata identifies sample SAMEA5161065 as Sus scrofa (tax_id 9823). || AA447 | previous_extraction_code=SF025 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=SF024 / Ref No. UJF-03-30 | additional_sample_information=Context 22, UJF Phase 1 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=880-1220 cal AD | source_mean_years_bp=950 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161066,SAMEA5161066,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161066 || Sheet1!row2214,"ENA archive metadata identifies sample SAMEA5161066 as Sus scrofa (tax_id 9823). || AA448 | previous_extraction_code=SF026 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=SF025 / Ref No. UJF-03-31 | additional_sample_information=Context 22, UJF Phase 1 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=880-1220 cal AD | source_mean_years_bp=950 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161067,SAMEA5161067,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161067 || Sheet1!row2215,"ENA archive metadata identifies sample SAMEA5161067 as Sus scrofa (tax_id 9823). || AA449 | previous_extraction_code=SF027 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=SF026 / Ref No. UJF-05-46 | additional_sample_information=Context 217, UJF Phase 1 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=880-1220 cal AD | source_mean_years_bp=950 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161068,SAMEA5161068,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161068 || Sheet1!row2216,"ENA archive metadata identifies sample SAMEA5161068 as Sus scrofa (tax_id 9823). || AA450 | previous_extraction_code=SF028 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=SF027 / Ref No. UJF-06-91 | additional_sample_information=Context 348, UJF Phase 1 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=880-1220 cal AD | source_mean_years_bp=950 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161069,SAMEA5161069,archive_project_sample_accession_anchor,archive_native,final,,Undir Junkariusfløtti,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161069 || Sheet1!row2217,"ENA archive metadata identifies sample SAMEA5161069 as Sus scrofa (tax_id 9823). || AA451 | previous_extraction_code=SF028 | mtdna_accession=- | source=Tom McGovern / Mike Church | museum_or_sample_code=SF028 / Ref No. UJF-03-32 | additional_sample_information=Context 24, UJF Phase 1 | location=Undir Junkariusfløtti | country=Faroes | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=880-1220 cal AD | source_mean_years_bp=950 | period=Norse Period | group=EUD-A | zooarch_status=Domestic | combined_status=Domestic | secondary_zooarch_status=Domestic | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_unreviewed_domesticated_scope",Undir Junkariusfløtti,,,Faroes,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161070,SAMEA5161070,archive_project_sample_accession_anchor,archive_native,final,,Wageningen,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161070 || Sheet1!row2144,"ENA archive metadata identifies sample SAMEA5161070 as Sus scrofa (tax_id 9823). || AA453 | previous_extraction_code=- | mtdna_accession=- | source=Richard Crooijmans | museum_or_sample_code=SSZOD51, LL3 SSTOD51, D004637 | additional_sample_information=- | location=Wageningen | country=Netherlands | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=Modern | source_mean_years_bp=0 | period=Modern | group=EUU | zooarch_status=Unknown | combined_status=Unknown | secondary_zooarch_status=Unknown | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_domestication_unknown",Wageningen,,,Netherlands,,,,,,Sample-level locality comes directly from the recovered sample source row.
Sus scrofa domesticus,pig,PRJEB30282,prjeb30282:samea5161071,SAMEA5161071,archive_project_sample_accession_anchor,archive_native,final,,Pupicina,direct_sample_site,data/adna/governance/source_library/projects/PRJEB30282/archive_metadata.html || data/adna/governance/source_library/papers/10.1073-pnas.1901169116/supplementary/pnas.1901169116.sd01.xlsx,supplementary_spreadsheet_row,sample_accession:SAMEA5161071 || Sheet1!row2133,ENA archive metadata identifies sample SAMEA5161071 as Sus scrofa (tax_id 9823). || AA456 | previous_extraction_code=GL983 | mtdna_accession=- | source=Preston Miracle | museum_or_sample_code=PUP98 1161.7(202) | additional_sample_information=- | location=Pupicina | country=Croatia | radiocarbon_lab=- | uncalibrated_date=- | uncalibrated_error=- | calibrated_from_bp=- | calibrated_to_bp=- | source_age=9450-10050 cal. BP Beta-131626 | source_mean_years_bp=9750 | period=Mesolithic | group=EUW-A | zooarch_status=Wild | combined_status=Wild | secondary_zooarch_status=Wild | published=N | chronology_disposition=refused_context_only_unresolved_age_semantics | domestication_disposition=excluded_wild,Pupicina,,,Croatia,,,,,,Sample-level locality comes directly from the recovered sample source row.
